Max_Temperature_C,Min_Temperature_C,GDD
26.4901424590337,8.649643450051236,6.569892954542468
24.585207096486446,9.710962658568965,6.148084877527705
26.94306561430208,8.415160158000077,6.679112886151078
29.569089569224076,9.38407694072192,8.476583254972997
24.29753987582999,6.212770666092428,4.255155270961209
24.29758912915246,10.426587414745876,6.362088271949169
29.737638446522176,10.002410950724448,8.870024698623311
27.302304187458727,8.365822737863619,6.834063462661174
23.591576842195146,11.31849133686481,6.455034089529978
26.627680130757895,11.875140275253116,8.251410203005506
23.609746921562614,6.784880271262052,4.197313596412332
23.60281073928923,8.47455044286757,5.0386805910784
25.725886814698104,8.461715300425404,6.093801057561755
19.260159266026605,8.120193797782271,2.690176531904438
19.8252465024609,11.658949683863497,4.742098093162198
23.313137412277083,9.612347722454393,5.462742567365737
21.961506638996728,9.470970317378779,4.716238478187753
25.94274199778582,5.992275271186493,4.9675086344861565
22.27592777343637,11.270836060418453,5.773381916927413
20.763088895994127,7.521483210293055,3.142286053143591
29.39694630676466,10.119865260532656,8.758405783648659
24.322671098540393,10.554753875916383,6.438712487228386
25.20258461406377,12.721317191677302,7.961950902870537
20.72575544135963,7.382359201761776,3.0540573215607036
23.36685182642445,5.0,3.1834259132122256
25.3327677691296,10.36769908950739,6.850233429318493
21.54701926773309,13.601022363021707,6.5740208153773985
26.127094055037016,12.477892705878874,8.302493380457946
23.198083930243584,10.419318830549251,5.808701380396418
24.124918750620168,9.016727628735905,5.570823189678038
23.194880163311808,11.61424519327462,6.404562678293214
30.0,8.052907600591062,8.026453800295531
24.9595083257862,10.952715538712438,6.956111932249318
21.8268672131323,11.010940318333255,5.418903765732779
27.467634736309567,12.12041981499776,8.794027275653661
21.337469050086934,15.0,7.168734525043469
25.626590785014265,10.784831934357534,7.2057113596859
19.120989628360675,8.982072748585002,3.0515311884728398
21.015441853304708,9.94885137561601,4.482146614460358
25.590583707607372,6.4618481902217635,5.026215948914569
27.215399739986232,8.610573737821884,6.91298673890406
25.51410484356991,9.181435123773792,6.347769983671853
24.65305515283528,8.951823204130815,5.8024391784830485
24.096688913232132,10.304709744067445,6.20069932864979
20.56443402889772,8.355160135235598,3.4597970820666575
22.840467374815873,12.242061334648943,6.541264354732409
23.618083687120638,10.000414129836393,5.809248908478516
28.171366678656746,9.981399357722772,8.076383018189759
26.030854868705383,9.344210566974164,6.6875327178397725
19.7108795339118,10.310381367717959,4.01063045081488
25.972251908184386,11.65019652933527,7.811224218759829
23.84475315875105,8.2657395685782,5.055246363664626
22.969233999082125,8.683767021849487,4.826500510465806
26.835028866522602,9.39254794244667,7.113788404484637
28.092998567487854,7.30825815305357,6.700628360270713
27.793840357348596,8.361484280557004,7.0776623189528
22.482347430332084,9.047558252910681,4.764952841621383
24.072362872446355,11.748778361425455,6.910570616935907
25.99379029421069,10.52512265800385,7.259456476107271
27.926635381367078,10.387179822735089,8.156907602051085
23.56247728646413,11.701795924335944,6.632136605400035
24.44302307000855,9.725256423201207,6.08413974660488
21.680995077981915,10.78092969985778,5.230962388919849
21.411380127757987,9.793556494135007,4.602468310946497
27.437577467182592,10.530724698799258,7.984151082990927
29.06872008571247,8.834482684776836,7.951601385244654
24.783969635258998,5.122365683447142,3.9531676593530705
28.010598693676073,9.731441675627392,7.871020184651734
26.084908075142902,12.845496272199881,8.465202173671393
23.06464073618463,11.852430804483184,6.458535770333906
26.084186816525243,11.930794969182342,8.007490892853792
29.614109699397908,12.472261443612435,10.04318557150517
24.892521882670145,10.177315181922875,6.534918532296508
29.693930967442018,10.394631414811192,9.044281191126604
18.0,8.7646962091313,2.3823481045656507
27.465707513125672,9.367854287945901,7.416780900535787
25.261141204714512,11.231542299542284,7.246341752128398
24.102977948602398,12.407768874337632,7.255373411470014
25.275282329606508,9.721107448638001,6.498194889122253
19.037293256197323,9.099621470297176,3.0684573632472496
24.340984336487463,10.001055917713195,6.171020127100327
26.07133771453524,11.20241349785823,7.636875606196735
29.433682134224547,7.112290367732916,7.272986250978732
23.44518934517906,5.407638093725524,3.4264137194522917
22.574519191320437,8.898926301016832,4.736722746168635
23.49472886924639,7.558575148171682,4.526652008709036
27.746206353106224,8.983719604705378,7.364962978905801
25.986253328979053,9.704439362365058,6.845346345672056
23.410719388698883,9.093503181953974,5.2521112853264285
26.539802299340067,12.90493506894149,8.722368684140779
25.291232648044122,10.65348952920464,6.972361088624382
27.90593497159867,10.600948719221657,8.253441845410162
22.893840718367944,11.244414288086803,6.069127503227374
24.017013560206696,7.722333764438462,4.86967366232258
23.823675540603528,12.078223574840537,6.9509495577220335
20.609455155603644,9.84847142692908,4.228963291266362
25.88836083119373,11.340961234482425,7.614661032838079
25.783165816539668,7.856285533919689,5.819725675229677
25.015340369927383,6.892482467967872,4.9539114189476265
24.29623859987456,11.635779316050057,6.966008957962309
20.753887773848756,10.752819052195033,4.753353413021895
23.738064031703924,8.19589689128498,4.966980461494451
23.971856450419693,8.26067383745061,5.116265143935152
22.593168192335142,12.25086956882954,6.422018880582343
24.516142865001974,7.621176214265344,5.068659539633661
26.212152570443614,13.285345906511926,8.748749238477771
30.0,8.198758530704263,8.09937926535213
25.523733438495515,11.276783851216766,7.400258644856141
25.772651172168292,9.34276304850203,6.557707110335162
24.7766622527015,11.206374862164687,6.991518557433093
19.243686354102877,8.911771995771614,3.0777291749372466
24.920458373652348,9.674414187855412,6.297436280753878
25.18069062982308,10.081838350791442,6.6312644903072595
30.0,7.9956250884370546,7.997812544218526
24.422917105656634,11.481648690840252,6.952282898248441
25.904642027000836,8.973572867056829,6.439107447028832
24.89586469088427,9.542800169319962,6.219332430102117
21.493965887141403,8.011301250782976,3.752633568962189
28.42846844354506,5.0,5.714234221772529
27.255799098060322,9.617944474799662,7.436871786429993
27.373095841129143,14.825230843225832,10.099163342177487
22.271837635615782,11.569208575796047,5.9205231057059144
29.2083829328083,9.961479240531212,8.584931086669755
20.794446811623157,9.474218341583464,4.13433257660331
26.76057128140081,10.044931785624092,7.4027515335124505
30.0,11.09423823035042,9.54711911517521
22.028391024607934,7.63837436938231,3.8333826969951232
23.301106811191683,12.228643389337744,6.764875100264714
25.298954095262925,11.430762630882487,7.364858363072706
23.489573037651404,11.43637145141587,6.462972244533638
20.3480097068016,10.876951477619455,4.612480592210527
25.205688924418084,10.03923331538798,6.622461119903033
21.813088858821686,11.34572247193364,5.579405665377664
26.420777291905544,11.183628267482757,7.802202779694149
22.241727297298592,9.291918578117953,4.766822937708273
29.649803215052618,8.852796454206198,8.251299834629407
22.65024012299129,10.203712590523974,5.426976356757631
24.033815451382974,13.098040302990375,7.565927877186674
27.440551652109008,7.521785848692199,6.481168750400602
21.307407050698135,7.06494946849512,3.186178259596627
25.68237980381239,10.329521682473034,7.005950743142712
28.921428262847286,10.101775403712036,8.511601833279663
20.17755029631632,10.346683328740816,4.262116812528568
25.553901575596914,10.487906395817001,7.020903985706958
25.779648382745272,9.55359549073039,6.66662193673783
27.34546861533193,12.979726877204165,9.162597746268048
21.289147867365756,6.798192043046969,3.0436699552063615
21.03863016074717,8.343005950439508,3.69081805559334
26.565824696850694,9.793490479701905,7.179657588276299
25.890954019699556,6.7136223776916655,5.30228819869561
25.75147855103763,9.648291191135858,6.699884871086745
26.039344628490927,13.322940331456037,8.68114247997348
22.959925835264528,10.041772976591924,5.500849405928225
25.696761091483012,10.461401811437367,7.0790814514601905
25.879217419896044,7.47967046965484,5.679443944775443
22.856945745920896,8.767277183921045,4.812111464920971
30.0,9.249607239352127,8.624803619676065
26.42149876273536,9.364569806487532,6.893034284611446
21.426089508392053,12.563287590007537,5.994688549199793
26.96966082590149,11.11538212145025,8.042521473675869
