Max_Temperature_C,Min_Temperature_C,GDD,Humidity_Level,Soil_Type,Daily_Precipitation_mm,Sunlight_Duration_hrs
26.4901424590337,8.649643450051236,17.569892954542468,59.40071950096165,Clay,6.0601500247944315,11.31825830774637
24.585207096486446,9.710962658568965,17.148084877527705,43.41612120650887,Sandy,0.8963177330461791,9.25012094420237
26.94306561430208,8.415160158000077,17.679112886151078,78.8984556011161,Loam,9.592354353238221,9.878410419994799
29.569089569224076,9.38407694072192,19.476583254972997,60.72041725504391,Clay,7.156626520723114,9.272177112801849
24.29753987582999,6.212770666092428,15.25515527096121,64.56744977276045,Loam,7.881597881357064,6.307238095141974
24.29758912915246,10.426587414745876,17.36208827194917,49.46439130830029,Loam,7.041043607716368,10.473018512116635
29.737638446522176,10.002410950724448,19.87002469862331,59.339923404272156,Sandy,5.897290360764657,9.031992200015281
27.302304187458727,8.365822737863619,17.834063462661174,57.165979678332874,Loam,4.499127810855054,9.88625444874138
23.591576842195146,11.31849133686481,17.455034089529978,42.99583368007935,Loam,8.583733797610623,9.015838829853212
26.627680130757895,11.875140275253116,19.251410203005506,44.24641414189869,Clay,9.56835667543063,8.950867933934735
23.609746921562614,6.784880271262052,15.197313596412332,73.49890078475099,Loam,4.9903617290408135,7.030734656866601
23.60281073928923,8.47455044286757,16.0386805910784,49.592798088263606,Sandy,9.31535049155262,7.672282290846894
25.725886814698104,8.461715300425404,17.093801057561755,47.798330859945224,Sandy,5.833329099885175,6.9531161516637345
19.260159266026605,8.120193797782271,13.690176531904438,60.196458050005575,Sandy,5.383841868964332,7.173997773752054
19.8252465024609,11.658949683863497,15.742098093162198,70.74988525450053,Loam,4.544827329553566,11.83786428252183
23.313137412277083,9.612347722454393,16.462742567365737,42.47786074315952,Clay,2.0928776153011985,6.91868067463319
21.961506638996728,9.470970317378779,15.716238478187753,63.072316785530234,Sandy,0.037196608180591895,7.615622545831246
25.94274199778582,5.992275271186493,15.967508634486157,44.76841771362294,Loam,2.4150622685606127,9.54353794643151
22.27592777343637,11.270836060418453,16.773381916927413,41.45844203302474,Sandy,5.097231716035652,9.661071457419851
20.763088895994127,7.521483210293055,14.142286053143591,42.1097580864887,Sandy,3.7995995225975254,6.923844778462975
29.39694630676466,10.119865260532656,19.75840578364866,73.36656432833766,Clay,4.484852280026338,10.762304554711275
24.322671098540393,10.554753875916383,17.438712487228386,44.718899345122466,Sandy,9.806482195640495,10.711217207476949
25.20258461406377,12.721317191677302,18.961950902870537,41.806054576491675,Clay,3.502723706693276,7.423906225223346
20.72575544135963,7.382359201761776,14.054057321560704,57.51599548571649,Loam,4.521829393601079,7.731997816052763
23.36685182642445,5.0,14.183425913212226,73.75973887768099,Sandy,1.3351555135281956,11.627927192756982
25.3327677691296,10.36769908950739,17.850233429318493,50.496335059572075,Loam,0.47957732436987643,10.954028675876868
21.54701926773309,13.601022363021707,17.5740208153774,56.868504701036656,Loam,7.754095145924946,10.186782198375143
26.127094055037016,12.477892705878874,19.302493380457946,41.59690130255005,Loam,5.706831750719786,6.493399329063603
23.198083930243584,10.419318830549251,16.808701380396418,57.96314056539504,Sandy,7.6070480604389505,8.509584485415454
24.124918750620168,9.016727628735905,16.570823189678038,63.10452322548535,Clay,1.4986279888655163,9.355811232460962
23.194880163311808,11.61424519327462,17.404562678293214,62.83628215008579,Sandy,5.7182877118269095,7.124467727902662
30.0,8.052907600591062,19.02645380029553,53.29706768697461,Loam,2.5364247434137557,8.689359492649347
24.9595083257862,10.952715538712438,17.956111932249318,52.62132722652542,Clay,2.280618169000199,9.60615526493214
21.8268672131323,11.010940318333255,16.41890376573278,44.264944757463915,Loam,0.11526014052985256,7.964260080692395
27.467634736309567,12.12041981499776,19.79402727565366,54.67193282585073,Clay,1.303407235690719,10.685668913702923
21.337469050086934,15.0,18.16873452504347,43.979786754918585,Sandy,3.0926811149969535,11.042697489832833
25.626590785014265,10.784831934357534,18.2057113596859,70.66383778848206,Clay,1.1687876059093905,7.941656816604425
19.120989628360675,8.982072748585002,14.05153118847284,78.65097190992743,Sandy,9.858584404109376,11.031942926954743
21.015441853304708,9.94885137561601,15.482146614460358,78.80297826666828,Loam,3.086326485239507,6.62145939661809
25.590583707607372,6.4618481902217635,16.02621594891457,74.60284397501576,Clay,1.3032394670232816,11.026374591735937
27.215399739986232,8.610573737821884,17.91298673890406,64.03168597358476,Loam,1.9908231282795774,6.9165025900057
